year,artist,title,medium,description,winner,image_path,image_stem,url
2014,Peter Smets,New frontier,oil on canvas,"In New frontier , I didn’t concentrate so much on a visual landscape. Instead, I painted a night scene because darkness brings more of an unknown feel to the road and where it will lead. The concrete trucks have a symbolic status as they represent progress and development. I wanted to tell the story of the never-ending hunger for new resources and land, which we continue to exploit as we have been doing ever since European settlers arrived in 1788. - Peter Smets, 2014",False,data/images/2014_Peter Smets_New frontier.jpg,2014_Peter Smets_New frontier,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29552/
2014,Tim Silver,Untitled (trauma #7),cast pigmented polyurethane,"A burl is a deformative growth on a tree caused by stress or damage, whereby the grain of the wood is caused to rupture against its natural course. For Silver, these become sites of trauma; physical manifestations of this state, where forms (or the formless) contort and twist. Cast of pigmented black polyurethane, they are further removed from their original naturalness. They exist as shadows of their former selves. In Untitled (trauma #7) the tension between nature and artifice is further enhanced by the suggestive form of the human figure emerging from this malignancy.",False,data/images/2014_Tim Silver_Untitled _trauma _7_.jpg,2014_Tim Silver_Untitled _trauma _7_,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29551/
2014,Kate Shaw,Charcoal (UK: Maralinga),acrylic and resin on board,"Charcoal (UK: Maralinga) is from a recent painting series concerned with the nuclear tests conducted on earth since 1945. The title refers to the name of the test (charcoal), the country that undertook it (UK), and where it was done (Maralinga, South Australia). The tree imagery in this work is taken from recent photographs of the site. Charcoal (UK: Maralinga) reflects upon the distorted and contorted relationship between colonialism and the land. - Kate Shaw, 2014",False,data/images/2014_Kate Shaw_Charcoal _UK_ Maralinga_.jpg,2014_Kate Shaw_Charcoal _UK_ Maralinga_,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29550/
2014,Peter Schipperheyn,River god,Carrara statuario marble,"‘Tradition is the conversation, which stretches across time. It is a conversation about what it is to be a human being…’ - Peter Schipperheyn, 2014",False,data/images/2014_Peter Schipperheyn_River god.jpg,2014_Peter Schipperheyn_River god,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29549/
2014,James Powditch,Erebus,mixed media,"Mount Erebus is a volcanic mountain on Ross Island, Antarctica, within the New Zealand territorial claim. It is the site where Air New Zealand flight 901 crashed during whiteout conditions in 1979, killing all 257 people on board. It was named after a primordial deity in Greek mythology, born of and from chaos and is a region of the Greek underworld, a place of darkness between earth and Hades. A photo of Curiosity Rocks, Jindabyne, found amongst the chaos and white noise of the internet, has been reworked and re-imagined as my mythical Erebus. - James Powditch, 2014",False,data/images/2014_James Powditch_Erebus.jpg,2014_James Powditch_Erebus,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29548/
2014,Stephen Pong,Broken well,mixed media,"We perceive what we expect to see until our brain is confronted with conflicting information. This sculpture creates such conflict as a result of the interplay between the physics of light, reflection and inanimate objects. Mirrors were used to create an optical illusion of a dark, bottomless well. The brick wall perimeter was carefully constructed so as to merge seamlessly into the mirrored reflection. The gripping hand has been incorporated to represent a person hanging off the wall and about to meet an unknown fate akin to the struggles and outcomes encountered in one’s lifetime. - Stephen Pong, 2014",False,data/images/2014_Stephen Pong_Broken well.jpg,2014_Stephen Pong_Broken well,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29547/
2014,Yukultji Napangati,Untitled,acrylic on linen,"The lines in this painting represent the sand hills at Marrapinti, west of the Pollock Hills in Western Australia. A large group of ancestral women camped at this rock hole before continuing their travels east. While at the site they made nose bones, also known as marrapinti, which are worn through a hole made in the nose. These were originally used by both men and women but are now only inserted by the older generation on ceremonial occasions. As the women continued on their travels, they gathered edible berries known as kampurarrpa, or desert raisin, from the small shrub Solanum centrale . - Yukultji Napangati, 2014",False,data/images/2014_Yukultji Napangati_Untitled.jpg,2014_Yukultji Napangati_Untitled,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29546/
2014,Yinarupa Nangala,Untitled,acrylic on linen,"This painting depicts designs associated with the rock hole site of Mukula, east of Jupiter Well in Western Australia. During ancestral times, a large group of women from the west stopped at this site to perform ceremonies associated with the area. The women, represented in the painting by the ‘U’ shapes then continued east. As they travelled they gathered a variety of bush foods including kampurarrpa berries (desert raisin) from the small shrub Solanu centrale and pura (bush tomato) from the Solanum chipppendalci plant . The shapes in the painting represent the features of the country through which they travelled as well as the bush foods they gathered. - Yinarupa Nangala, 2014",False,data/images/2014_Yinarupa Nangala_Untitled.jpg,2014_Yinarupa Nangala_Untitled,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29545/
2014,Michael Muir,Where secrets lie,oil on linen,"This painting is part of a body of work where I continue to explore my love for water, in particular the ocean, which in turn segues into memories of proximity to the sea. The work is based loosely on an area on Sydney’s Northern Beaches. However, colour and composition tend to take over, making the area a suggestion of place rather than a specific location. - Michael Muir, 2014",False,data/images/2014_Michael Muir_Where secrets lie.jpg,2014_Michael Muir_Where secrets lie,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29544/
2014,Lucy Moloney,City edge III,acrylic on canvas,"In my work, I explore themes of the built environment and the often forgotten ‘in-between’ spaces in city and suburban contexts. City edge III is inspired by the urban fabric of the city periphery, where the march of time overlays new forms over old, often leaving fragments of green space. The work combines form and content, colour and light, line and surface texture, in a contained yet energetic tension where the shadowy depths are the backdrop for stories of joy, pain and all that is ‘in-between’. - Lucy Moloney, 2014",False,data/images/2014_Lucy Moloney_City edge III.jpg,2014_Lucy Moloney_City edge III,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29543/
2014,Max Mannix,Where I'd like to be,oil on canvas,"This painting is inspired by the Southern Highlands of NSW and, in particular, the Bowral area. My wife and I have been visiting the region for many years in the winter and love the intensity of the colours at this time of year. The landscape is dramatically undulating and beautiful, exposing a peep show of rooftops above the trees and between folds of countryside, set against a wall of mountains in the background. I find the area inspiring to paint as the shapes and colours appeal deeply to my palette and style of painting. - Max Mannix, 2014",False,data/images/2014_Max Mannix_Where I_d like to be.jpg,2014_Max Mannix_Where I_d like to be,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29540/
2014,Robert Malherbe,The Domain after a storm,oil on linen,"It’s mostly silent here. This strip of the Domain between College and William St, where my studio is. I didn’t plan to fall in love with this ordinary place but after ten years of walking through it… The view, for me, seems to change every month, and I’m compelled to respond. I’ve painted this view many, many times and always on site. I never use photographs. When I take friends to this spot they cannot reconcile it to the paintings I’ve made. ‘This view is so ordinary, so common place!’ And I reply, ‘This is where the painter’s work begins.’ - Robert Malherbe, 2014",False,data/images/2014_Robert Malherbe_The Domain after a storm.jpg,2014_Robert Malherbe_The Domain after a storm,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29539/
2014,Guido (Guy) Maestri,East west cutting,oil on linen,"Exactly 200 years ago, on 18 July 1814, building began on the road through the Blue Mountains. Originally thought to be impassable, it was a monumental task, but it opened up the western plains and huge tracts of pastoral land beyond. The railway across the Great Dividing Range was completed in 1869, and was considered one of the engineering marvels of the world. It was crucial in transporting thousands of miners to the gold fields of Hill End, where I have made most of my work in recent years. I painted this en plein air in one day beside the tracks, until a rail guard moved me on. - Guy Maestri, 2014",True,data/images/2014_Guido _Guy_ Maestri_East west cutting.jpg,2014_Guido _Guy_ Maestri_East west cutting,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29538/
2014,Alexander McKenzie,Man moves mountain,oil on linen,"The painting Man moves mountain explores my interest in Kaiyū-shiki-teien or Japanese strolling gardens. These Edo period gardens are designed to be viewed by following a path clockwise through the space, with each composed scene that the stroller encounters providing a point of contemplation and reflection. In this instance, the path is a difficult vertical climb, symbolising man’s journey through life from the base to the summit and echoing the difficulties of existence, both temporal and spiritual. The genesis of the image stems from visits to Opossum Island or Dead Island off Point Puer near Port Arthur in Tasmania. - Alexander McKenzie, 2014",False,data/images/2014_Alexander McKenzie_Man moves mountain.jpg,2014_Alexander McKenzie_Man moves mountain,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29542/
2014,Noel McKenna,Palm Beach wharf,oil on canvas,"I am more at home in the city but I enjoy visiting rural areas. I am attracted to rural scenes that have some presence of people in them, be it buildings or fences or whatever. I haven’t been to Palm Beach that much but I visited some friends who live there last year. Their home was above the wharf and I enjoyed watching the changing scene around it. The work fits into my general area of exploration. - Noel McKenna, 2014",False,data/images/2014_Noel McKenna_Palm Beach wharf.jpg,2014_Noel McKenna_Palm Beach wharf,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29541/
2014,Tim Kyle,Gunther at ease,mixed media,"This sculpture is a portrait of a work colleague. Gunther was an expert model maker and has sadly passed away. I wanted to represent my memory of him in a robust, albeit exaggerated, way. The forms are a confection of past sculptures of mine but also adhere to the impact of mass on an internal space such as a gallery. The materials used are timber, paper pulp, cement and paint. Gunther’s face speaks of his stoic, reserved nature. The box, as his perch, is purposely disjointed and irregular because I wanted to move away from the traditional pedestal or plinth – something I’m sure Gunther would have approved of. - Tim Kyle, 2014",False,data/images/2014_Tim Kyle_Gunther at ease.jpg,2014_Tim Kyle_Gunther at ease,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29537/
2014,Ildiko Kovacs,Coast to coast,oil on plywood,"Coast to coast is inspired by my coastal walks in the Royal National Park near where I live in Bundeena. The walks I take along the cliff tops are wild and rugged. I paint through memory and emotion. My process is intuitive. I respond to an internal rhythm, which dictates line, colour and form. This is a key work in a series of paintings drawn from these coastal walks. - Ildiko Kovacs, 2014",False,data/images/2014_Ildiko Kovacs_Coast to coast.jpg,2014_Ildiko Kovacs_Coast to coast,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29536/
2014,Tim Johnson,Axis mundi,acrylic on linen,"Axis mundi, a Latin term meaning the centre of the world or a place where heaven and earth unite, is both an Eastern and a Western concept. In meditation, consciousness can be aligned with this axis. The painting shows Australian flora and fauna, desert landscape and so on, and suggests that the centre of the world can be found here in Australia. This could be true in a number of ways, but the international success of Aboriginal art and specifically paintings from the Western Desert region, referenced here by the dots, has shown how this can be possible. - Tim Johnson, 2014",False,data/images/2014_Tim Johnson_Axis mundi.jpg,2014_Tim Johnson_Axis mundi,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29534/
2014,Michael Johnson,Oceania high low,oil on canvas,"Because of our imposing geographical mass as a single continent, Australia is often viewed as its own entity, rather than what it really is: a vast island in a sea of islands known as Oceania. This work pays homage to the origin myths of Oceania, particularly the Maori legend of the sky and earth being separated to admit the light of day. Landscape is so often signalled by the division of sea and sky but this work deals with convex space rather than a conventional horizontal perspective. With a wider scale and a paler palette, I explore the inverted geology under the sea or the unmapped strata of clouds. - Michael Johnson, 2014",True,data/images/2014_Michael Johnson_Oceania high low.jpg,2014_Michael Johnson_Oceania high low,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29535/
2014,Neil Haddon,The trees at Castra (first time),"enamel, oil and polyurethane varnish on aluminium","This painting recalls a shift in my appreciation of John Glover’s wryly odd, curvilinear gum trees and a drive through the northwest Tasmanian coast hinterland. It draws on other journeys in this region, especially around Castra, and conflates these with histories of fraught colonial settlement, local newspaper accounts of first homebuyers and their acquisition of land and aspirations for the future. The painting takes these complex, diverse layers of connection to Tasmania, ranging across personal experience, historical fact and anecdotal narrative and merges them together to form a visual account of the intricately subtle, emotive landscape of migratory experience. - Neil Haddon, 2014",False,data/images/2014_Neil Haddon_The trees at Castra _first time_.jpg,2014_Neil Haddon_The trees at Castra _first time_,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29533/
2014,Joe Furlonger,"Grainfield cultivation, Moree",acrylic bound pigment on canvas,"This is a landscape painted during recent trips I have been making into the grain-growing areas of Moree, Goondiwindi and places like that. In those flat lands, I have found the landscape to suit my painting style rather than the other way round. I’ve been working with wide brush strokes in horizontals, with a few daubs, to capture the grainfields and the tracery of access roads through the blocks of land. Because it’s irrigated dry land, I have to paint from the dirt up to get that light feeling of the grass on top. I have a self-portrait in this year’s Archibald Prize painted in the same region. - Joe Furlonger, 2014",False,data/images/2014_Joe Furlonger_Grainfield cultivation_ Moree.jpg,2014_Joe Furlonger_Grainfield cultivation_ Moree,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29532/
2014,Fan Dongwang,Gum tree triptych,acrylic on canvas,"My Gum tree triptych explores the notion of painting the Australian landscape through the techniques of Chinese painting, carving and calligraphy. By revitalising old traditions, I provide Australians with a fresh perspective of their trees and country. The great ‘Australian landscape’ tradition, once emblematic of the Eurocentric vision of Australia, has now embraced Indigenous views of the landscape. It will be further strengthened when Asian artistic perspectives join in. The Gum tree triptych helps Asians and Australians understand both the cultural differences and the universal experiences embodied in the representation of our environment. Fan Dongwang, 2014",False,data/images/2014_Fan Dongwang_Gum tree triptych.jpg,2014_Fan Dongwang_Gum tree triptych,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29531/
2014,James Drinkwater,Down the Awabakal trail,oil on hardboard,"In trying to define a feeling of a painter in a scene on a headland, by the sea is an attempt to trawl from memory and sing and kiss then dance and cry I was in some lyrical mess when the light fell hard through the cracks of tight bush doused in the groggy weight of history I lament the painter hits every rock and every fable Down the Awabakal trail This painting was made in my studio in Newcastle, which is perched on a headland hard on the coast. To my left is developed suburbia, surf culture and a view of the city. To my right is national park and a desolate unpatrolled beach in which the Awabakal people are the traditional land owners. The juxtaposition is quite profound. This work is about that conversation. - James Drinkwater, 2014",False,data/images/2014_James Drinkwater_Down the Awabakal trail.jpg,2014_James Drinkwater_Down the Awabakal trail,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29530/
2014,Tony Costa,Angophora RNP,gouache on paper,"I love the way angophoras articulate in space. I am interested in the unique rhythms of the Australian landscape where feelings, not facts, dominate my work. I am prepared to sacrifice details, insisting on the reconstruction of my experience of place, in an attempt to pin down the quintessential elements of my subject. My work is a combination of the real and the imagined, the inspiration for which is taken directly from life around me. The marks in my work are completely spontaneous and intuitive. I am always interested in transcending appearances in order to discover new pictorial truths. - Tony Costa, 2014",False,data/images/2014_Tony Costa_Angophora RNP.jpg,2014_Tony Costa_Angophora RNP,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29529/
2014,Tom Carment,Womerah Lane,oil on linen,"This is the view from next to our back gate, on an autumn evening. The painting shows the back of a row of terraces. In the late 1970s these were boarding houses, mainly occupied by single men. I used to visit an old man there, called Geoffrey Fox, who lived in one room with a gas ring on the floor. His small living space was stacked with suitcases of table linen, which he sold from door to door, and hundreds of books. He had a reproduction of a Vincent van Gogh painting, from Arles, pinned to the wall. The lit-up window in the painting is a memory of him. - Tom Carment, 2014",False,data/images/2014_Tom Carment_Womerah Lane.jpg,2014_Tom Carment_Womerah Lane,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29528/
2014,Pablo Byass,Mallee in halflight,oil on linen,"This painting is an elegy for my mother and her early morning walks in the Mallee country of South Australia. I had long been convinced that Mallee woodlands were harsh, dry and monotonous places. My mother completely disagreed – to her they were rich, subtle and layered with life and colour. It took a few months of living in the area whilst caring for her as she slowly died of cancer, for me to realise that she was, of course, absolutely right. - Pablo Byass, 2014",False,data/images/2014_Pablo Byass_Mallee in halflight.jpg,2014_Pablo Byass_Mallee in halflight,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29527/
2014,Steve Burley,Hillside landscape,oil on canvas,"This work is about time spent at Mount Alexander and a memory of the ordinary ‘thereness’ of the surrounding bush. Back in the studio, I blocked in a large portion of the painting over a couple of days of 40-degree summer heat. It was a type of meditation, no sketching, no mapping, working intuitively with broad brush marks for the ironbarks and lyrical calligraphic line work for saplings. Thin washes and thick swathes create a very tactile, frontal view of the sharply rising hillside. The trees are almost figurative. I wanted to make a story about their restlessness. Bushfires were an ever-present threat. - Steve Burley, 2014",False,data/images/2014_Steve Burley_Hillside landscape.jpg,2014_Steve Burley_Hillside landscape,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29526/
2014,G W Bot,Glyphs – three trees (homage to Rembrandt),watercolour and graphite on Colombe paper,"Glyphs are my own language for the Australian landscape – in this work, the language of the hill I live on. The trees initially seem straightforward enough but are filled with tension and movement. Nature is shown as an elemental force – the inexhaustible source of life. On another level it refers to the tree of life, a theme used in Christian iconography through the crucifixion and the sacrifice we will all experience. By being born we will die. The work pays homage to Rembrandt’s etching The three trees 1643, which deals with the same eternal theme in a Dutch landscape. - GW Bot, 2014",True,data/images/2014_G W Bot_Glyphs _ three trees _homage to Rembrandt_.jpg,2014_G W Bot_Glyphs _ three trees _homage to Rembrandt_,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29525/
2014,Max Berry,"Goat farm, overlooking Norfolk Bay",acrylic and oil on canvas,"Goat farm, overlooking Norfolk Bay sits within a body of work celebrating the act of reverie; blending the real with the imaginary, where understated landscapes employ universal forms and site-specific references to induce silent reflection. In Goat farm we are witnessing a moment captured. The laden clouds lend a sense of urgency and potential, the mood is brooding and offers the viewer a connection with the spirit of a place. - Max Berry, 2014",False,data/images/2014_Max Berry_Goat farm_ overlooking Norfolk Bay.jpg,2014_Max Berry_Goat farm_ overlooking Norfolk Bay,https://www.artgallery.nsw.gov.au/prizes/wynne/2014/29524/
2015,Michael Zavros,Weeping,oil on panel,"When I was ten, my parents took me to oil painting lessons at Mr Scott’s house on the Gold Coast in Queensland. Together with many older ladies I learned Australian landscape painting on a Saturday morning. I wanted to paint willow trees but Mr Scott said they were too difficult and un-Australian. I sometimes feel a little this way myself. Always elegantly mirrored on some body of water, willow trees such as the magnificent specimens surrounding Canberra’s Lake Burley Griffin fascinate me. They are the illegal alien of the Australian landscape and an icon of romantic melancholy. I like them especially in winter. - Michael Zavros, 2015",False,data/images/2015_Michael Zavros_Weeping.jpg,2015_Michael Zavros_Weeping,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29682/
2015,Philip Wolfhagen,Alpine transect,oil and beeswax on linen,"Above the tree line in the Tasmanian mountains the shrubs grow compact, forming tight knots of wind-pruned vegetation, surrounded by short wallaby-grazed snow grass. I am drawn to the rich palette of colours present in this austere environment: the blue-purples of Richea , the coppery green of Baeckea and brighter greenish yellows of Orites . These main plant types are complemented by the warm gray tones of the weathered Jurassic dolerite that forms the substrate. The result is a beautiful mosaic of colour and texture that demands to be painted. Alpine transect is both a sweeping Romantic landscape and an analytical record of the colour of alpine plants. - Philip Wolfhagen, 2015",False,data/images/2015_Philip Wolfhagen_Alpine transect.jpg,2015_Philip Wolfhagen_Alpine transect,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29681/
2015,Susan J White,Approaching storm,"acrylic wash, wax and watercolour on paper","Sometimes the landscape teases our brain. When visual cues are disrupted by shifts in light and scale, it’s difficult to judge distance, and our perceptions are challenged. There is a strange unsettling feeling before a storm, the wind picks up and agitates the leaves, the grasses tremble. An unnerving electrical charge pervades the air. My father would tell us tales about how the water in the lake would disappear almost overnight. We did not believe him. And then one year it was gone. The water, now a sea of golden grass, rippled and swirled in the wind. This is my memory of Lake George. - Susan J White, 2015",False,data/images/2015_Susan J White_Approaching storm.jpg,2015_Susan J White_Approaching storm,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29680/
2015,what,Silver birch,oil on linen,"Cerulean blue, cadmium yellow, rose dore, cadmium red, cobalt blue deep, coral, cadmium maroon, cobalt blue, rose madder, cadmium yellow deep, French ultramarine, cadmium red deep, aureolin, alizarin crimson and cadmium yellow light are forming a tree. - what, 2015",False,data/images/2015_what_Silver birch.jpg,2015_what_Silver birch,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29683/
2015,John R Walker,Flood Creek approaching summer I,archival oil on polyester,"I have painted the landscape around my home in Braidwood, in the Southern Highlands of NSW , for over a decade. Flood Creek runs through the heart of the Braidwood township and has been a recurring subject in my work. This painting is about the experience of being in the landscape – of walking and looking. The composition of the work creates multiple viewpoints that piece together a narrative of journeying through a place. The scrawling, lyrical marks play against expansive washes to create a representation that flirts with abstraction. - John R Walker, 2015 Runner up for the Wynne Prize 2015",True,data/images/2015_John R Walker_Flood Creek approaching summer I.jpg,2015_John R Walker_Flood Creek approaching summer I,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29679/
2015,Aida Tomescu,Bribie,oil on linen,"Bribie is a painting that creates appearances and reaches for a certain state that is like a spirit of place or an intuition. I visited Bribie Island because of my enduring interest in Ian Fairweather who lived and painted there in the later part of his life. While the painting draws on a succession of moments and vivid memories, the content of Bribie itself developed gradually from these layers of experience and the evolving correspondence between them. I wanted to convey something of the light of this landscape and the wondrous distribution of its elements and arrive at a painting that looks as if it just landed on canvas where it has always belonged. - Aida Tomescu, 2015",False,data/images/2015_Aida Tomescu_Bribie.jpg,2015_Aida Tomescu_Bribie,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29678/
2015,George Tjungurrayi,Untitled,acrylic on linen,"This painting depicts designs associated with Mungilpa, a small plant, which grows in claypan areas. It produces a small black seed, which is formed into damper. It is said that a man of the Tjapaltjarri kinship cast a spear and this plant grew out of the ground where the falling spear struck. It has multiplied and now grows profusely in the claypan area west of Wilkinkarra (Lake Mackay). - George Tjungurrayi, 2015",False,data/images/2015_George Tjungurrayi_Untitled.jpg,2015_George Tjungurrayi_Untitled,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29677/
2015,Jim Thalassoudis,"The ‘Skipping Girl’, little Audrey",oil on linen,"A much-loved, iconic marker in Melbourne, the Skipping Girl Vinegar neon sign has, over time, entered the psyche of the people, generating fond nostalgic memories when sighted. The ‘Skipping Girl’, also known as ‘little Audrey’, was the first animated neon sign in Australia, erected in 1936 at Victoria Street in Abbotsford as an advertisement for the now-defunct Skipping Girl brand of vinegar. The peculiar connection between vinegar and a skipping girl is due to a skipping rhyme, ‘salt, vinegar, mustard, pepper, if I dare, I can do better…’ to which the rope would be spun faster. - Jim Thalassoudis, 2015 Use the APositive app on your phone or tablet to unlock augmented reality content for this painting.",False,data/images/2015_Jim Thalassoudis_The _Skipping Girl__ little Audrey.jpg,2015_Jim Thalassoudis_The _Skipping Girl__ little Audrey,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29676/
2015,Kate Shaw,Anthropocene,acrylic and resin on board,"The Anthropocene is a proposed geologic chronological term for an epoch that begins when human activities have had a significant global impact on the Earth’s ecosystems. Walking along the beach at Phillip Island, I came across some small rocks with plastic fused to them. On further research I found that every single piece of synthetic plastic manufactured since 1950 still exists, as each takes thousands of years to break down. A recent study indicated that plastic litter can become fused with rocks and other materials to form a new material: plastiglomerate. This could well become a permanent part of the geological record, forever marking humanity’s impact on the world. Are we already in the Anthropocene? - Kate Shaw, 2015",False,data/images/2015_Kate Shaw_Anthropocene.jpg,2015_Kate Shaw_Anthropocene,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29675/
2015,Luke Sciberras,"Up Shit Creek, Gallipoli",oil on board,"Standing above the Aegean Sea are the iconic escarpments known as Anzac Cove. The coastline and peninsula of Gallipoli hold a particularly strong Australian historical patina since the British Empire invaded there during World War I. For eight months from April 1915, Australian and New Zealand troops sheltered under the plunging clay walls and prepared to do battle, suffering the most terrible losses they would ever experience. Exactly 100 years on, it gives heart to reflect that ever since those dreadful battles, there has been a friendship between the Australian and Turkish people, forged on a terrain so various, not only geographically but diplomatically. - Luke Sciberras, 2015",False,data/images/2015_Luke Sciberras_Up Shit Creek_ Gallipoli.jpg,2015_Luke Sciberras_Up Shit Creek_ Gallipoli,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29674/
2015,Robert Ryan,Belongil Field,oil on canvas,"On the northern road to Byron Bay, there is a grassy expanse called Belongil Field – a place where the past and present converge. Originally, it was the northern entry into Cavvanbah, a sacred meeting ground for the indigenous Arakwal people. In the late 1800s timber-getters from the newly named Byron Bay passed through it on their way to the rainforests. Across the same field, drovers herded cattle to the abattoir at Belongil Beach, and whalers at season’s end exited the region. Belongil Field has always been a place through which people move. My studio is just across the road so I have ample opportunity to ponder what was, and what now is. - Robert Ryan, 2015",False,data/images/2015_Robert Ryan_Belongil Field.jpg,2015_Robert Ryan_Belongil Field,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29673/
2015,Louis Pratt,King Coal,"coal, resin, fibreglass and steel","This work is anthropomorphised coal. The title King Coal is from a novel by Upton Sinclair that describes the abysmal working conditions in the coal mining industry in the western United States during the early 20th century. Coal is an important issue for Australia. It has helped us enjoy the quality of life we have today and will continue to do so for some time. But a future with coal will lead to environmental disaster. The overwhelming majority of scientists agree we are at a tipping point for the use of fossil fuels. To continue will irreparably poison our atmosphere. My work depicts an arrogant character unwilling to change and unaware of his impending doom. - Louis Pratt, 2015",False,data/images/2015_Louis Pratt_King Coal.jpg,2015_Louis Pratt_King Coal,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29672/
2015,Theo Papathomas,Constructed landscape,oil and enamel on canvas,"The Australian landscape has an immense spirituality, which I have evoked in my constructed landscape by using my own language of images, derived from trips to the outback. The inspiration for this work is taken directly from the Australian landscape and my life experience. The images and symbols, which I include in my work, are completely spontaneous and intuitive without using any drawings as a guiding tool. I always try to charge my paintings full of emotion and spirituality, and transport the viewer into a new experience. - Theo Papathomas, 2015",False,data/images/2015_Theo Papathomas_Constructed landscape.jpg,2015_Theo Papathomas_Constructed landscape,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29671/
2015,Angus Nivison,Poet,acrylic and pigment on canvas,"My work mostly deals with landscape, memory and the human condition. The paintings are really a personal dialogue. I offer the image and a title; it is then up to the viewer to complete the conversation. In this painting, the calligraphic lines that scrawl across the surface relate to the mystery and elegance of the human mark across the void. It is as though fragments of the written word have broken off from their moorings and float free from the demands of any one language, or from the need to specify any one meaning. - Angus Nivison, 2015",False,data/images/2015_Angus Nivison_Poet.jpg,2015_Angus Nivison_Poet,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29670/
2015,Ulan Murray,Vita in extremis,"copper, stainless steel and black steel","I started my studies as a biologist and horticulturalist and these passions have stayed with me. Through years of observation, I construct my works from memory rather than reality. My work becomes a meditation on the environment, from the monumentality of landscape to the minute. Vita in extremis investigates the extremities of coastal landscape: the harshness and physicality of its environment as it is repeatedly exposed to the winds. The work reflects the solidarity and strength of a single tree and its antiquity. It evokes a sense of power coupled with fragility. By illustrating the foliage with the roots I hope to illuminate the structure in its entirety, which is often overlooked. - Ulan Murray, 2015",False,data/images/2015_Ulan Murray_Vita in extremis.jpg,2015_Ulan Murray_Vita in extremis,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29669/
2015,Michael Muir,Through the circle,oil on linen,"The works that I am currently painting continue my process of reinterpreting the landscape in a simplified manner. This piece is one of a group of paintings that bring me back to various areas of Sydney – coastal, city or suburbs. Perception and judgment is played out in different areas within the painting, whether that is through the application of paint, flattening of the picture plane or the narrative content unfolding within the painting. - Michael Muir, 2015",False,data/images/2015_Michael Muir_Through the circle.jpg,2015_Michael Muir_Through the circle,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29668/
2015,Celia Morgan,Terra nullius,oil on linen board,"Atmospheric and mysterious, this work is an invocation of the sacred in all living things. A homage to the deep spirit of land. It draws for inspiration on the vastness of the Australian continent, and the great changing skies above it. By the title I do not mean to endorse the myth of ‘terra nullius’ that scars the relatively recent history of the continent. I mean rather to bring into question the very premise of land ownership. Land, the Earth, cannot belong to anyone; it is we who belong to it. Thus can it be nobody’s land, terra nullius . - Celia Morgan, 2015",False,data/images/2015_Celia Morgan_Terra nullius.jpg,2015_Celia Morgan_Terra nullius,https://www.artgallery.nsw.gov.au/prizes/wynne/2015/29667/
